char_lado2: 
.word 16, 16
.byte 167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,
167,167,167,167,173,91,91,91,91,91,164,167,167,167,167,
167,167,167,167,91,109,191,191,191,191,191,118,91,167,167,167,
167,167,167,167,82,191,183,183,183,182,92,18,164,167,167,167,
167,167,167,167,82,191,183,191,9,92,83,92,167,167,167,
167,167,167,167,82,191,183,191,9,183,10,92,167,167,167,
167,167,167,167,82,191,183,110,91,183,183,92,167,167,167,
167,167,167,167,82,191,191,91,9,100,92,91,167,167,167,
167,167,167,167,9,191,191,74,9,159,159,68,254,167,167,167,
167,167,167,167,167,167,18,27,10,191,9,0,173,167,167,167,
167,167,167,167,167,167,82,87,2,85,159,68,167,167,167,167,
167,167,167,167,167,167,9,255,0,82,173,167,167,167,167,167,
167,167,167,167,92,75,84,164,167,167,167,167,167,167,167,167,
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,
